MsgID,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,MsgBody,vader_sentiment,roberta_sentiment
'kyhm5av',0.286,0.714,0.0,-0.4215,0.3230487108230591,0.6475796103477478,0.029371721670031548,time license many countrys waste cell network decades,Negative,Neutral
'kyhmrrj',0.0,0.597,0.403,0.4019,0.07472646981477737,0.8526491522789001,0.07262434810400009,do use volt use boost g,Positive,Neutral
'kyhmugh',0.0,1.0,0.0,0.0,0.11296327412128448,0.7670700550079346,0.11996668577194214,lot youll priority home roam service speed test close time home sl always beat roam service least prime time,Neutral,Neutral
'kyhn8fo',0.0,0.776,0.224,0.8316,0.22256554663181305,0.6912102699279785,0.08622416853904724,documentation state starlink survivable network mean grind station go network continue work short period time time capable terminal terminal communications without grind station work international grind station curious science seem like robust constellation capability build cant find documentation,Positive,Neutral
'kyhnboi',0.0,1.0,0.0,0.0,0.050169333815574646,0.8658841848373413,0.08394651859998703,gon na drive tomorrow vespera,Neutral,Neutral
'kyhnc64',0.513,0.487,0.0,-0.2755,0.390106737613678,0.5417051911354065,0.06818805634975433,didnt think thank,Negative,Neutral
'kyhntq4',0.0,0.222,0.778,0.7906,0.0075308470986783504,0.14140015840530396,0.8510690331459045,hope get great shots,Positive,Positive
'kyhp0l5',0.0,1.0,0.0,0.0,0.1076778918504715,0.7805442214012146,0.11177786439657211,mine skynet,Neutral,Neutral
'kyhpu54',0.0,1.0,0.0,0.0,0.3087407350540161,0.5349957942962646,0.15626341104507446,nothing,Neutral,Neutral
'kyhpuqc',0.0,1.0,0.0,0.0,0.41152969002723694,0.560721755027771,0.027748538181185722,dont game wouldnt consider game priority power,Neutral,Neutral
'kyhrf8k',0.091,0.798,0.112,-0.2537,0.7121988534927368,0.2746930420398712,0.01310810074210167,cancel debit card auto take get new card w keep get email say bill wasnt pay idk happen next year didnt pay early cancellation fee anything guess im wait see finally stop email cant take money without card info auto pay card notâ bankâ,Negative,Negative
'kyhrpia',0.0,1.0,0.0,0.0,0.10759928077459335,0.7018439173698425,0.1905568391084671,update,Neutral,Neutral
'kyhsh2m',0.0,0.484,0.516,0.4939,0.14155378937721252,0.754210352897644,0.10423583537340164,ping game ask friend,Positive,Neutral
'kyhsq4f',0.0,1.0,0.0,0.0,0.1953125,0.6769348382949829,0.12775258719921112,fall,Neutral,Neutral
'kyhsqln',0.12,0.719,0.162,0.1779,0.04287189617753029,0.8895496726036072,0.06757846474647522,residential account five subscriptions dish subscription yes could add new subscription cancel subscription associate,Positive,Neutral
'kyhupar',0.0,1.0,0.0,0.0,0.28933727741241455,0.6692003607749939,0.041462402790784836,seem days geolocked,Neutral,Neutral
'kyhuxgm',0.053,0.763,0.184,0.529,0.15123331546783447,0.7566526532173157,0.09211399406194687,hard wrap head around complex internal rout go essentially function giant mesh network mesh network isnt generally know low latency interest see work,Positive,Neutral
'kyhy8u0',0.0,1.0,0.0,0.0,0.024034682661294937,0.8988671898841858,0.077098049223423,flat high performance wedge dish dish standard model without motor position dish flat high performance one cable https,Neutral,Neutral
'kyhybhx',0.0,0.423,0.577,0.6249,0.011387698352336884,0.28040799498558044,0.7082043290138245,source great internet discover,Positive,Positive
'kyhzb1w',0.0,0.726,0.274,0.9719,0.02997792884707451,0.3427847921848297,0.6272372603416443,last time clear obstruction map reboot dish im suggest moment consider youre get better speed right youve see months great news mention ive notice reboot let map rebuild sometimes make significant difference least location cant explain would technical perspective certainly quite update recent time like fact retain obstruction data update quirky thing ive notice occassional reboot sometimes help example clear mine reboot morning significant change performance clear frequently see less weekend especially id consider peak stream time https https,Positive,Positive
'kyi019i',0.0,1.0,0.0,0.0,0.408171683549881,0.5692929625511169,0.022535374388098717,question set vpn sl router need secondary one set devices individually cant find router settings sl im business plan may,Neutral,Neutral
'kyi0hs9',0.021,0.941,0.038,0.2944,0.12471926957368851,0.6353465914726257,0.23993414640426636,money make high frequency day traders stock exchange various commodity exchange latency everything incredibly huge amount money involve make millions dollars per day make milliseconds arbitrage get information faster talk get data exchange much get data specific exchange enough pay starlink correct ordinary home users wont notice much difference cache data servers may need nearly physically close people remote areas nearly similar network experience larger city,Positive,Neutral
'kyi10p9',0.0,1.0,0.0,0.0,0.24434499442577362,0.464343786239624,0.2913111448287964,pole,Neutral,Neutral
'kyi131e',0.0,0.915,0.085,0.0772,0.08908671140670776,0.6596797704696655,0.2512334883213043,bite bullet get new one bestbuy yesterday look secondhand market people want far much unit,Positive,Neutral
'kyi1puy',0.0,0.812,0.188,0.6908,0.02015031687915325,0.556538462638855,0.4233112335205078,mean agree build administrator give roof access mount one eventually two business dishys start resell service sure starlink tos allow resell business eventually income get proper fiber pull build sell higher speed,Positive,Neutral
'kyi22ww',0.0,1.0,0.0,0.0,0.17209382355213165,0.5978066921234131,0.23009945452213287,take month,Neutral,Neutral
'kyi3kwv',0.483,0.517,0.0,-0.4215,0.19052007794380188,0.7565387487411499,0.05294116213917732,say ill see self,Negative,Neutral
'kyi4xhf',0.0,1.0,0.0,0.0,0.02067280374467373,0.9159536957740784,0.06337351351976395,reboot every week monday,Neutral,Neutral
'kyi6ka9',0.0,1.0,0.0,0.0,0.157663032412529,0.6310386657714844,0.21129833161830902,stargate,Neutral,Neutral
'kyi6mb5',0.0,1.0,0.0,0.0,0.03314995393157005,0.7966943383216858,0.17015574872493744,starlink part buy assemble manufacture new factory finish fully function,Neutral,Neutral
'kyi70oo',0.245,0.53,0.225,0.1027,0.6222203373908997,0.3282412886619568,0.04953832924365997,sadly still areas america pitiful result similar accept local land providers pay month two routers star align would get love starlink,Positive,Negative
'kyi77t3',0.0,1.0,0.0,0.0,0.4575520157814026,0.5208964347839355,0.02155156433582306,know wonder reason dont show data standard service,Neutral,Neutral
'kyi7od4',0.393,0.337,0.27,-0.2732,0.4027833938598633,0.5613466501235962,0.035869985818862915,fail secure buy new one,Negative,Neutral
'kyi8tsg',0.114,0.886,0.0,-0.1695,0.685167133808136,0.3073519170284271,0.00748091097921133,idea dont know exact reason venezuela wont allow license point thus cant suggest overcome,Negative,Negative
'kyi9kue',0.182,0.473,0.345,0.34,0.2271120399236679,0.7101613879203796,0.06272654980421066,fine see people get replace free even fault might wait,Positive,Neutral
'kyi9pfb',0.0,0.876,0.124,0.1779,0.03423586115241051,0.8596206307411194,0.10614346712827682,clarification todd flat high performance wedge dish look way extend cable another least,Positive,Neutral
'kyiakh2',0.114,0.761,0.125,0.0516,0.26453009247779846,0.7089197039604187,0.026550168171525,sure option cut patch cable unless access power along run could put power supply ethernet run,Positive,Neutral
'kyic5y3',0.071,0.789,0.14,0.6486,0.15876102447509766,0.7033147811889648,0.1379241645336151,three cell carriers say network hold well increase load deploy cow truck metropolitan areas many people expect starlink fair fine roam users slow ones service plan slow per starlink fair use policy mobile service plan assign unlimited amount data month customers mobile data design low demand portable use camp nomadic live mobile data assign mobile users always deprioritized compare starlink service plan result degrade service slower speed congest areas peak hours state speed uninterrupted use service guarantee highly dependent geographical areas,Positive,Neutral
'kyic9fv',0.0,1.0,0.0,0.0,0.07090438157320023,0.8744005560874939,0.054695043712854385,mean much science per suggestion go sine wave inverter,Neutral,Neutral
'kyicaid',0.0,1.0,0.0,0.0,0.1523730754852295,0.7552127838134766,0.09241419285535812,residential mine ops,Neutral,Neutral
'kyifel1',0.28,0.508,0.212,-0.2023,0.2944802939891815,0.5900408625602722,0.11547880619764328,find easter egg sick apps need stories like,Negative,Neutral
'kyifod1',0.334,0.666,0.0,-0.9685,0.9302599430084229,0.06436419486999512,0.005375885870307684,rheem use econet starlink problems realize people rheem never hire anyone know rf go sound soooo stupid wifi antenna tank control panel surround degrees ground metal water basically degree dead zone rotate tank panel degree window wifi source hell connect stay connect turn tank degrees right connect problem quite dumbfound stupidness,Negative,Negative
'kyiipdh',0.0,1.0,0.0,0.0,0.19761182367801666,0.6050125956535339,0.1973755955696106,restart,Neutral,Neutral
'kyiiua6',0.0,1.0,0.0,0.0,0.17534178495407104,0.7607331871986389,0.06392497569322586,service address restart,Neutral,Neutral
'kyijzal',0.108,0.819,0.073,-0.5164,0.16994374990463257,0.7186986804008484,0.11135759949684143,satellite propel ion thrusters thrusters fuel efficient load propellant onboard satellite good years low thrust every ounce thrust rather tiny fraction take lot electricity satellite launch together pack rocket like pileof dish need time drift aparat evenly fill entire orbit km miles long moreover get launch low orbit well operational one different reason launch lower orbit take less work rocket could carry single launch rocket carry lower orbit satellite doesnt work fall back atmosphere soon doesnt increase debris orbit satellite need avoid due complex reason long explain short reply satellite orbit different altitudes slowly drift technical term precess underneath operational orbit exactly include operational orbit precess lower ones precess faster several dozen orbit starlink group single launch often aim fill satellite hang around lower orbit wait precess underneath operational one aim raise hang around wait take fuel despite high efficiency engines less fuel use better effect spread along orbit wait precession proper orbital slot slowly rise operational altitude take month,Negative,Neutral
'kyik4pn',0.083,0.917,0.0,-0.5574,0.11054890602827072,0.8348175287246704,0.054633598774671555,longtemps jai commander et jai eu aucun avec la douane mãªme si cest pas garanti pour tout le monde va faire ans quon la et valait absolument le coup est petit bourg linstallation de la fibre bien trop cher et avec starlink arrive ã avoir un de plus de niveau quelques mini coupures rarement mais rien de grave cest bien meilleur quorange sur tout les point,Negative,Neutral
'kyiklpy',0.0,1.0,0.0,0.0,0.10301616042852402,0.8407865166664124,0.05619727075099945,le fibre de sfr dans la oã¹ et vivrai donc pour le moment car bcp ã,Neutral,Neutral
'kyikwfd',0.141,0.587,0.272,0.8152,0.09330092370510101,0.5654392838478088,0.34125977754592896,im understand know appreciate start inverter solution simply didnt want mess create something minimal amount work perhaps others want build replacement power supply inverter option add bonus able charge devices far easier approach expense losses conversions bigger footprint,Positive,Neutral
'kyilh5f',0.0,0.794,0.206,0.0772,0.030657200142741203,0.8936938047409058,0.07564893364906311,base location thats starlink want point,Positive,Neutral
'kyim1t4',0.0,1.0,0.0,0.0,0.19814914464950562,0.658033013343811,0.14381784200668335,dish must,Neutral,Neutral
'kyimzed',0.185,0.644,0.172,-0.1082,0.47832316160202026,0.47185418009757996,0.04982258751988411,thing happen work year die yesterday randomly almost go crazy reset bypass multiple time read people issue send support ticket hope next connector last longer,Negative,Negative
'kyinjvj',0.0,0.762,0.238,0.6124,0.340983122587204,0.6059511303901672,0.0530657097697258,dont know happen starlink devices suddenly account work email lock send many email customer support service solution device,Positive,Neutral
'kyino4c',0.117,0.75,0.133,0.0516,0.11433584243059158,0.6076856851577759,0.27797845005989075,still hard think connection fairly solid consider miles speed latency time,Positive,Neutral
'kyiowe3',0.0,0.571,0.429,0.7579,0.021208761259913445,0.2617608606815338,0.71703040599823,speed good either amazon stick buffer lot read â know improve look assistance possibleâ,Positive,Positive
'kyipszt',0.0,0.25,0.75,0.7184,0.0061098444275557995,0.08029668778181076,0.9135934710502625,thank amaze young sir,Positive,Positive
'kyipvli',0.046,0.828,0.126,0.34,0.07717402279376984,0.8538110256195068,0.06901492923498154,talk support change gen dish state reach us replace gen starlink kit current standard portability subscription gen kit since already pay subscription put new kit another note cable,Positive,Neutral
'kyis8ta',0.0,0.791,0.209,0.4404,0.11727303266525269,0.7332140803337097,0.1495128571987152,speed funnily enough trashtra midst use french company launch leo service australia,Positive,Neutral
'kyiuw8h',0.0,0.286,0.714,0.3612,0.19921015202999115,0.6015843152999878,0.19920557737350464,bogata tx,Positive,Neutral
'kyiuwjd',0.269,0.529,0.202,-0.1027,0.2526686191558838,0.7112103700637817,0.036121029406785965,would bother launch solar wind damage serviceable option best wait assign dish new satellite,Negative,Neutral
'kyiwq39',0.0,0.474,0.526,0.9042,0.019393041729927063,0.33894503116607666,0.6416619420051575,think would helpful others say state country live people reference work best simply worth cheer,Positive,Positive
'kyiy00d',0.16,0.766,0.073,-0.3624,0.47654205560684204,0.4905076026916504,0.032950274646282196,recently talk guy work high frequency trade infrastructure one well know shop say already lower latency options fix wireless microwave shortwave starlink isnt go useful,Negative,Neutral
'kyiyx40',0.0,1.0,0.0,0.0,0.11671106517314911,0.818463146686554,0.06482578814029694,app say statistics second tab,Neutral,Neutral
'kyiz3e7',0.0,1.0,0.0,0.0,0.009179206565022469,0.7962650060653687,0.19455581903457642,sunday even live right middle path campgrounds completely full live right area big recreation im go think roughly different camo store starlink system hiccup,Neutral,Neutral
'kyj0inn',0.218,0.526,0.256,0.128,0.034387148916721344,0.32633984088897705,0.6392729878425598,worry metal zip tie thing rub cable otherwise congrats,Positive,Positive
'kyj19aq',0.0,1.0,0.0,0.0,0.10275748372077942,0.8621216416358948,0.03512091189622879,status norway noe anyone use starlink norway especially trondheim north,Neutral,Neutral
'kyj1r86',0.0,1.0,0.0,0.0,0.12891902029514313,0.6927533745765686,0.17832762002944946,n cat,Neutral,Neutral
'kyj44qh',0.0,1.0,0.0,0.0,0.14286600053310394,0.7770354747772217,0.0800984799861908,use move around,Neutral,Neutral
'kyj4749',0.0,1.0,0.0,0.0,0.15922679007053375,0.7446106672286987,0.09616256505250931,residential plan,Neutral,Neutral
'kyj4ir8',0.0,0.802,0.198,0.4939,0.05792912468314171,0.6055352091789246,0.3365357220172882,realize small satellite cell pretty large areas cell probably reliable fiber internet much congestion,Positive,Neutral
'kyj58fy',0.0,0.714,0.286,0.25,0.10499927401542664,0.7615829706192017,0.1334177404642105,regular mobile cost equivalent live advantage,Positive,Neutral
'kyj6tn2',0.0,0.741,0.259,0.1027,0.09928712248802185,0.8288215398788452,0.07189130783081055,dishy change flatter im latitude,Positive,Neutral
'kyj9pwz',0.0,0.279,0.721,0.9169,0.0019074160372838378,0.010053951293230057,0.9880385994911194,say fantastic time alive thank elon love starlink service,Positive,Positive
'kyjawjq',0.0,0.633,0.367,0.4404,0.04112045094370842,0.5417079925537109,0.41717153787612915,gen get better speed latency gen,Positive,Neutral
'kyjbarj',0.024,0.894,0.082,0.7842,0.03988606855273247,0.5595138669013977,0.40060001611709595,gen user connect power source dishy currently mount barn best unobstructed view way power surge trip gfci starlink contact starlink case something end end reset gfci work great wednesday today get email ship notice send system read post read cable proprietary totally different plug question keep hang sell cant keep gen easy cable work around adapter get ethernet adapter utilize way plug already exist company call stargear sell aftermarket cable look starlink would length need option ditch move system closer house use pole run cable either direction one power source barn one house,Positive,Neutral
'kyjbh8c',0.0,1.0,0.0,0.0,0.26059383153915405,0.711107075214386,0.02829904854297638,try change service plan,Neutral,Neutral
'kyje9pi',0.0,1.0,0.0,0.0,0.24161618947982788,0.4724268615245819,0.28595685958862305,central,Neutral,Neutral
'kyjf74e',0.0,1.0,0.0,0.0,0.03033619187772274,0.8759370446205139,0.09372677654027939,actually around really connect cord tightly already pole kinda put outside slack around,Neutral,Neutral
'kyjfl1v',0.0,0.839,0.161,0.3612,0.04723553732037544,0.8743123412132263,0.0784522145986557,buy starlink plan originally ship nc bring sint maarten ip always look like atlanta,Positive,Neutral
'kyjfryx',0.0,1.0,0.0,0.0,0.4018796980381012,0.5580936074256897,0.040026672184467316,constantly speed higher obstructions,Neutral,Neutral
'kyjg4ra',0.0,0.787,0.213,0.4019,0.0045045712031424046,0.5353531241416931,0.4601422846317291,distance go nyc hong kong always faster starlink poster talk active,Positive,Neutral
'kyji9em',0.0,1.0,0.0,0.0,0.29298698902130127,0.6494057774543762,0.05760728567838669,mate issue android,Neutral,Neutral
'kyjiv80',0.0,1.0,0.0,0.0,0.16029998660087585,0.8019134402275085,0.037786662578582764,really need know starlink routers bottom light plug even dish plug,Neutral,Neutral
'kyjiviz',0.115,0.632,0.253,0.34,0.4954781234264374,0.4699144959449768,0.03460731729865074,reach starlink send new dish free downside isnt latest version guess beggers cant choosers,Positive,Negative
'kyjkemq',0.0,1.0,0.0,0.0,0.03499062359333038,0.8293476700782776,0.13566170632839203,faster shortwave,Neutral,Neutral
'kyjme45',0.0,0.737,0.263,0.3612,0.023791559040546417,0.7726427912712097,0.20356565713882446,might recommend bite slack cable especially two actuators,Positive,Neutral
'kyjmp0r',0.0,0.725,0.275,0.4215,0.008491374552249908,0.5778847932815552,0.4136238396167755,mind dming question also live delaware want ask things purchase thank advance,Positive,Neutral
'kyjn1l4',0.0,0.702,0.298,0.5267,0.05593549460172653,0.8918681144714355,0.05219641327857971,kind rear mount setup im try without roof rack,Positive,Neutral
'kyjpdxi',0.061,0.774,0.165,0.4515,0.7221770286560059,0.26207971572875977,0.01574334129691124,starlink tell send generation cable instead generation need let return incorrect cable full refund well credit account month never get chance use service customer service,Positive,Negative
'kyjpgho',0.0,1.0,0.0,0.0,0.04866597801446915,0.9153887629508972,0.03594526648521423,availability map https show country estimate availability thats anyone know,Neutral,Neutral
'kyjpkcb',0.0,0.0,1.0,0.3818,0.2958616614341736,0.5187205076217651,0.18541781604290009,ty,Positive,Neutral
'kyjqcd2',0.053,0.751,0.196,0.7579,0.09584638476371765,0.6658080816268921,0.23834548890590668,totally make sense work would think yeah read hear people call rheem helpful reps unfortunately gal behemoth super tiny closet think able rotate go try put wifi extender right front unit via extension cord see work stay tune,Positive,Neutral
'kyjqmth',0.0,1.0,0.0,0.0,0.25726303458213806,0.5158971548080444,0.2268398404121399,id,Neutral,Neutral
'kyjrily',0.0,1.0,0.0,0.0,0.14566825330257416,0.7455369830131531,0.1087946966290474,try dice,Neutral,Neutral
'kyjrpf6',0.0,1.0,0.0,0.0,0.1643276810646057,0.7953786253929138,0.04029371961951256,name mine official use mobile rv setup people keep ask use every time camp,Neutral,Neutral
'kyjs5f3',0.14,0.86,0.0,-0.0772,0.3703402280807495,0.5902736186981201,0.03938617184758186,sorry saw cost associate im im self hoster person,Negative,Neutral
'kyjthvm',0.0,0.762,0.238,0.3612,0.10868657380342484,0.8343634009361267,0.056950051337480545,https passengers like alaska fly anywhere since roads state,Positive,Neutral
'kyju8hh',0.0,0.0,0.0,0.0,0.24062038958072662,0.5777571201324463,0.1816224455833435,â,Neutral,Neutral
'kyjvheu',0.049,0.832,0.12,0.6249,0.14966437220573425,0.7635210752487183,0.08681458979845047,lot stuff well things self host inherently require external resources like isp bond require outside service since essentially different connections data center combine one connection could check http open diy bond solution still need pay host data center nearly polish speedify otherwise without pay service get router simple failover load balance seamless bond,Positive,Neutral
'kyjvx1f',0.124,0.708,0.168,0.1877,0.6676568984985352,0.30885788798332214,0.023485234007239342,cant self host fail service see say vpn another connection isnt way service like,Positive,Negative
